Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2021-2022 FTE,2022-2023 FTE,2022-2023 Approved,2022-2023 Adopted,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
125.0,2511111125000000 - SIA - GS,251-1111-125-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,10000.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,2600.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,5000.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,2000.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,47900.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,25785.23
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,69900.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,4600.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,4200.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,4100.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,5700.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,5400.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,400.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,200.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,17600.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,Grade School,49173.07
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,Grade School,45000.0
125.0,2512190125000000 - SIA - STUDENT SUPPORT,251-2190-125-000,313.0,STUDENT SERVICES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190125000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,Grade School,20000.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,93997.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,11928.13
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,7009.88
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,6424.96
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,5261.24
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,7378.76
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,516.98
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,375.99
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2512410125000000 - SIA - GS AP/SPED DIR,251-2410-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512410125000000,SIA - GS AP/SPED DIR,2022-2023 Proposed,2022-01-01,Grade School,21600.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2019-2020 Actual,2019-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2020-2021 Actual,2020-01-01,Junior High School,8745.85
571.0,2511121571000000 - SIA - JH,251-1121-571-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2021-2022 Budget,2021-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2022-2023 Proposed,2022-01-01,Junior High School,39098.19
571.0,2511121571000000 - SIA - JH,251-1121-571-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2019-2020 Actual,2019-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2020-2021 Actual,2020-01-01,Junior High School,213.4
571.0,2511121571000000 - SIA - JH,251-1121-571-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2021-2022 Budget,2021-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2022-2023 Proposed,2022-01-01,Junior High School,5180.76
571.0,2511121571000000 - SIA - JH,251-1121-571-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2019-2020 Actual,2019-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2020-2021 Actual,2020-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2021-2022 Budget,2021-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2022-2023 Proposed,2022-01-01,Junior High School,3044.6
571.0,2511121571000000 - SIA - JH,251-1121-571-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2019-2020 Actual,2019-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2020-2021 Actual,2020-01-01,Junior High School,928.8
571.0,2511121571000000 - SIA - JH,251-1121-571-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2021-2022 Budget,2021-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2022-2023 Proposed,2022-01-01,Junior High School,2790.56
571.0,2511121571000000 - SIA - JH,251-1121-571-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2019-2020 Actual,2019-01-01,Junior High School,0.0
571.0,2511121571000000 - SIA - JH,251-1121-571-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2020-2021 Actual,2020-01-01,Junior High School,295.6
571.0,2511121571000000 - SIA - JH,251-1121-571-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511121571000000,SIA - JH,2021-2022 Budget,2021-01-01,Junior High School,0.0
